group;value
6;118
7;25
6;58
0;49
9;58
4;72
9;98
5;21
0;10
0;99
6;117
1;42
8;75
8;12
0;63
9;57
2;56
3;25
2;71
2;102
0;49
1;13
3;13
9;14
1;87
3;110
0;84
5;12
4;116
6;119
1;3
8;109
8;10
2;84
7;13
9;73
0;113
9;21
8;1
8;51
2;88
4;19
8;0
6;8
5;35
8;61
4;12
2;51
6;61
7;56
5;61
8;54
4;94
4;60
6;54
6;81
1;83
6;86
0;101
2;31
1;25
2;67
4;32
6;117
8;92
9;2
7;54
4;68
2;67
6;22
8;82
3;67
7;85
4;80
1;36
5;26
8;104
4;72
0;118
5;18
3;6
2;11
4;108
4;119
8;25
8;103
5;82
5;77
1;106
7;13
5;96
1;81
2;94
7;86
4;113
8;91
9;47
3;95
3;116
6;24
7;55
4;109
5;30
2;37
9;113
3;105
0;77
3;81
1;99
8;0
8;104
6;110
5;20
3;96
8;13
0;101
4;75
7;13
2;44
2;113
8;92
2;26
5;13
5;48
5;94
8;72
9;97
8;44
0;99
9;3
6;20
7;118
9;19
6;8
0;72
5;13
4;62
5;31
9;66
9;2
7;52
9;26
1;28
3;51
8;90
9;62
9;58
2;86
8;83
8;49
6;30
6;33
6;90
7;82
7;74
6;115
2;88
3;83
3;15
5;31
2;39
9;8
1;112
5;50
6;106
6;75
6;58
7;85
6;88
8;115
4;28
0;19
1;104
1;40
7;21
6;26
8;46
0;97
2;5
2;2
0;82
5;105
9;10
2;21
4;108
2;116
3;111
5;44
3;111
5;117
0;116
9;94
3;48
5;99
9;87
1;3
6;30
1;118
4;20
2;77
2;34
4;8
8;81
7;1
0;55
7;49
3;22
7;19
9;74
0;6
9;18
3;52
5;35
5;45
3;111
5;99
1;0
1;75
2;76
8;5
7;20
3;96
1;36
0;76
8;33
4;81
1;26
8;98
5;102
6;116
9;56
8;11
8;80
9;13
4;6
3;83
1;115
3;5
7;9
1;77
9;48
0;32
3;69
5;30
3;87
8;66
8;108
0;70
1;36
0;57
6;112
2;39
0;51
6;100
6;31
9;93
2;75
6;32
6;14
0;16
4;102
6;105
1;115
5;76
9;19
7;24
6;18
5;63
9;63
3;70
5;107
1;42
2;53
3;12
0;118
0;115
7;38
5;95
6;38
9;87
1;14
7;33
6;81
7;23
2;118
0;87
7;80
9;116
3;89
5;32
8;80
3;49
9;2
4;116
7;56
8;108
3;76
5;94
8;0
8;108
4;114
6;107
1;119
5;26
1;98
3;9
5;47
4;89
6;43
5;97
4;34
5;81
0;87
1;77
0;63
9;95
2;58
9;30
8;111
0;87
9;89
4;77
7;116
3;107
6;59
5;108
1;33
5;15
5;69
2;46
8;111
4;10
0;100
1;73
8;99
1;46
9;67
1;96
8;70
7;79
9;102
1;99
0;72
0;51
6;61
5;103
0;6
6;96
6;119
1;72
0;106
2;53
4;78
9;56
8;15
0;114
9;43
7;32
5;59
7;82
0;99
2;59
2;33
5;96
3;95
1;61
1;79
0;93
6;29
5;78
1;29
3;106
4;38
2;36
5;15
3;62
2;0
3;63
0;76
6;96
6;61
1;71
2;108
4;40
1;35
1;103
0;24
8;37
5;15
4;32
9;5
2;28
4;36
7;80
1;49
6;35
1;36
2;11
5;62
5;45
6;23
1;96
7;13
5;1
0;115
0;106
2;75
5;52
0;56
0;16
7;17
8;117
9;1
4;109
9;90
7;103
5;60
3;20
5;65
2;7
2;1
3;39
9;21
3;10
7;48
6;118
9;18
7;76
3;89
7;53
4;56
9;66
0;84
6;90
1;113
4;59
4;93
2;22
6;116
1;46
9;65
9;85
5;16
9;60
1;21
4;64
2;66
3;46
4;81
0;111
8;86
9;7
7;106
4;115
2;18
9;53
5;3
5;38
4;32
7;69
8;69
6;9
4;79
7;19
3;66
5;15
8;93
2;42
0;117
5;116
3;40
6;0
2;20
9;52
2;6
7;37
9;87
8;52
2;16
8;45
0;55
7;30
8;62
7;9
1;30
6;40
9;48
8;0
2;107
7;102
4;34
8;13
4;33
3;5
9;82
5;93
2;23
5;77
9;89
3;61
6;58
2;1
8;17
1;86
7;55
1;119
3;30
0;69
0;7
1;61
0;4
1;24
8;95
8;49
7;3
9;70
6;30
3;64
5;40
2;61
9;37
8;59
3;67
1;30
7;13
8;105
6;112
2;70
7;103
1;2
9;52
4;78
9;41
2;30
7;46
0;72
2;54
5;43
2;50
7;81
0;32
7;97
1;110
1;56
9;60
4;4
6;73
1;116
4;31
5;15
2;10
7;11
4;93
2;48
9;24
3;84
6;45
8;11
5;52
0;15
6;10
2;100
5;55
2;43
0;106
2;118
5;59
9;18
0;68
8;74
7;68
2;70
4;36
3;52
7;102
4;46
2;4
2;20
2;33
9;93
6;45
0;19
5;59
3;33
0;56
1;56
1;114
6;48
8;103
6;15
1;16
7;12
4;47
4;14
2;3
7;8
4;24
5;41
0;16
6;23
1;5
1;73
1;24
1;116
2;46
9;91
5;37
3;64
3;12
7;44
8;38
4;2
3;18
0;88
5;74
9;50
0;6
4;21
7;84
4;26
0;71
4;102
4;87
9;87
6;73
4;62
6;96
4;48
5;84
5;13
8;96
8;47
4;9
9;29
3;51
9;39
3;52
8;19
6;67
7;29
0;39
6;91
3;56
0;61
9;110
4;60
4;119
0;115
7;57
5;2
9;97
0;41
4;73
5;87
6;83
5;96
1;92
4;85
5;95
3;17
5;112
7;79
2;93
1;1
3;72
8;98
7;46
9;21
7;106
8;45
4;33
2;8
7;16
1;19
8;34
2;48
7;116
4;110
5;51
5;37
7;10
4;98
5;23
5;100
9;8
7;55
8;28
3;22
2;53
3;55
2;28
2;56
2;111
0;81
2;22
3;61
4;66
9;87
2;95
3;2
0;36
2;60
8;91
1;41
3;31
3;99
1;10
9;72
5;110
9;77
4;6
5;23
6;93
5;17
0;28
0;89
6;25
2;69
7;7
8;65
3;11
3;113
9;14
4;114
0;4
6;30
4;104
5;110
1;77
4;28
2;100
3;107
1;33
2;32
4;58
7;75
3;44
3;62
8;56
2;53
5;105
0;112
9;57
5;60
3;9
2;85
2;70
6;83
0;114
9;100
7;76
8;105
1;55
9;96
6;95
4;21
0;57
0;69
6;56
2;92
6;48
0;82
6;50
3;47
3;43
2;92
7;44
2;82
9;33
9;107
0;23
4;6
3;52
2;88
8;10
9;115
0;32
4;58
3;88
7;68
1;61
2;34
7;7
4;96
2;6
6;55
3;38
4;39
7;74
0;39
3;40
6;40
7;36
7;88
3;73
7;61
8;72
4;80
2;72
0;56
7;27
3;93
1;97
9;1
2;79
7;67
3;76
0;103
9;35
3;104
4;85
8;86
2;23
1;99
9;3
2;19
6;62
2;73
0;30
6;7
3;11
5;90
6;62
6;70
5;18
1;99
7;102
4;117
1;94
3;20
1;108
1;71
7;4
4;107
4;13
8;92
2;119
8;80
7;70
4;35
1;111
6;79
7;74
3;28
4;60
9;36
0;54
8;54
6;103
3;48
3;89
3;2
6;44
3;33
3;66
0;100
7;16
1;52
7;27
7;18
6;55
3;28
6;3
0;48
0;44
7;49
1;34
4;47
1;15
3;103
5;80
6;39
7;19
8;13
6;53
6;73
1;56
0;18
6;79
1;94
0;83
5;34
9;53
9;35
0;29
4;96
4;104
5;7
4;95
3;86
9;102
1;77
3;94
6;39
6;99
8;68
1;66
2;7
6;16
9;84
5;13
6;84
2;96
9;41
3;19
7;72
3;49
1;113
0;59
8;94
4;21
2;2
9;118
5;117
2;91
1;70
4;62
4;100
8;33
2;28
4;62
7;85
0;49
9;11
2;60
7;62
2;73
9;2
4;64
6;53
7;84
7;28
6;46
2;114
9;98
4;54
2;21
0;96
2;61
0;7
0;99
5;56
3;105
9;83
3;9
4;34
9;27
3;87
2;6
3;43
5;14
7;81
1;7
8;44
4;66
7;92
9;84
3;71
6;112
4;51
3;37
4;34
7;50
4;41
8;65
9;82
6;37
2;62
6;101
4;23
0;71
7;112
5;67
9;14
9;18
8;92
3;111
6;98
9;73
2;3
9;59
6;41
0;9
5;37
8;48
6;85
7;38
1;108
3;63
8;58
6;119
8;60
0;113
0;37
7;68
5;46
2;99
3;13
2;29
7;34
1;10
4;8
2;65
9;15
7;39
5;36
3;43
1;22
6;40
2;83
2;34
4;93
3;103
9;82
8;9
9;84
7;99
2;49
2;79
1;118
1;15
6;7
8;62
3;25
1;86
7;49
0;79
0;26
7;80
6;103
1;67
6;52
7;107
8;113
9;51
8;17
8;67
9;50
8;86
4;44
7;69
4;111
0;31
3;1
0;95
4;95
6;86
9;55
6;107
7;100
6;40
2;94
9;2
2;72
9;51
9;76
6;64
8;103
2;46
5;109
4;69
3;7
2;5
8;14
4;80
8;103
3;44
8;119
6;79
2;70
7;94
4;78
6;19
3;20
9;20
9;116
3;3
3;13
1;83
2;72
9;97
6;108
2;39
3;32
6;2
6;108
4;22
0;108
0;62
8;55
1;30
8;111
9;6
0;71
2;13
6;108
5;34
6;111
8;108
8;117
9;14
2;6
2;19
3;81
0;40
4;99
4;12
1;47
3;63
7;85
3;87
3;41
2;115
5;26
0;81
7;58
4;6
2;86
4;101
3;82
5;107
7;6
6;86
2;37
4;5
3;44
7;114
8;16
2;86
1;74
5;116
2;114
9;65
3;101
9;55
9;39
7;48
4;97
0;17
3;15
8;60
9;9
7;110
4;83
9;89
8;82
0;105
9;36
1;77
0;47
5;35
6;74
3;34
8;59
3;110
9;95
6;8
5;33
7;34
0;33
0;117
3;32
8;62
5;85
6;27
1;114
4;119
5;48
1;3
3;27
5;72
1;105
3;56
9;113
7;75
7;96
1;91
7;99
3;59
2;39
1;78
5;37
1;56
2;21
4;43
3;47
8;7
2;82
2;97
9;73
1;26
3;112
7;10
5;72
1;39
0;26
6;33
6;117
4;77
9;67
7;119
1;72
4;77
2;83
3;68
2;69
9;97
4;97
9;69
5;90
4;85
5;9
3;33
9;51
6;78
0;56
0;88
4;32
1;101
1;79
7;45
1;62
7;55
9;2
2;85
9;99
7;29
8;30
9;94
2;77
6;53
2;48
7;74
0;69
0;116
8;25
4;61
0;79
7;37
7;26
3;68
4;6
8;39
4;6
7;26
1;110
1;104
0;62
1;46
8;11
5;35
5;36
8;110
0;61
8;2
4;22
6;101
5;108
1;23
9;29
1;14
7;8
7;53
7;5
8;26
0;28
5;94
3;67
6;81
2;60
0;75
1;58
5;36
3;77
6;0
0;30
9;90
2;46
5;111
2;98
5;69
9;93
6;53
6;48
8;103
8;9
5;86
3;31
5;57
6;59
0;34
8;2
4;31
3;49
2;3
1;25
5;21
4;78
0;35
2;10
6;90
3;32
6;31
4;60
3;66
9;45
3;112
5;27
2;18
9;7
9;30
9;27
9;10
5;76
2;112
9;75
8;79
6;65
1;109
5;60
7;106
9;77
6;20
0;94
2;37
2;109
8;112
0;34
2;37
8;36
9;82
4;31
2;73
7;37
9;87
6;76
7;98
6;9
1;113
9;66
8;2
2;25
4;44
3;19
1;38
3;99
1;89
2;63
6;62
1;40
9;80
1;119
9;17
9;47
1;35
3;99
8;81
3;42
8;4
2;75
5;29
1;50
8;63
9;94
0;24
4;103
7;18
6;2
6;69
1;68
0;12
0;19
4;98
3;3
8;25
5;75
1;39
0;74
4;34
2;51
4;98
9;86
7;109
2;88
0;31
8;1
4;108
4;67
7;113
9;21
4;71
2;25
1;115
6;114
1;32
6;39
5;30
6;13
1;47
0;70
5;61
4;36
0;81
8;34
3;63
5;26
9;100
9;5
2;77
1;67
5;5
6;41
5;113
3;1
7;56
3;9
7;111
9;13
6;9
5;16
0;57
8;59
1;73
0;99
9;99
4;71
4;115
9;117
0;90
7;115
5;51
3;43
7;33
6;23
6;109
7;99
8;94
6;68
1;90
2;13
3;46
9;64
3;62
4;17
5;2
9;62
9;88
9;53
3;92
4;76
5;87
2;96
2;90
3;76
0;32
4;91
3;70
5;112
4;67
8;109
1;12
9;95
2;9
3;10
3;24
6;53
8;62
2;51
8;89
8;5
7;14
1;1
3;28
7;27
9;76
2;33
3;41
5;118
3;81
1;111
0;3
3;5
7;34
3;6
9;72
7;12
3;13
6;74
9;46
9;118
8;103
2;54
0;73
1;53
6;85
9;37
9;98
8;114
1;53
4;68
1;35
0;44
1;13
9;31
6;42
6;115
1;28
9;8
6;47
6;73
9;78
3;52
5;23
2;83
9;57
0;119
2;24
4;113
3;94
6;2
5;99
9;98
5;36
5;100
3;87
7;110
6;104
0;118
9;3
3;20
1;1
3;62
4;27
2;5
3;81
4;41
0;106
5;67
0;68
9;58
2;61
5;12
8;23
8;110
1;72
2;21
5;59
2;23
2;60
7;25
8;14
7;108
5;32
0;1
4;64
9;80
6;31
8;97
4;70
8;49
0;107
8;66
6;5
7;119
4;106
7;115
4;104
3;113
5;87
2;95
4;78
2;118
3;51
2;33
3;65
0;2
9;106
2;86
6;8
8;34
0;6
2;49
1;21
7;116
5;111
3;83
3;94
3;71
2;69
1;22
1;59
6;26
8;36
6;49
5;69
9;70
7;64
0;99
0;77
4;72
7;113
1;29
3;94
1;42
0;9
6;92
9;1
6;100
7;11
4;115
2;42
4;53
0;88
7;102
5;63
3;66
1;25
1;69
5;55
0;82
6;104
1;46
7;73
1;57
1;50
3;112
7;104
3;115
1;13
2;18
1;34
7;80
4;64
3;119
0;106
1;76
7;71
8;101
3;117
9;5
8;43
4;66
9;1
1;33
4;88
5;14
4;63
8;68
7;13
6;13
3;30
7;79
7;94
3;5
1;22
7;5
6;115
4;24
6;47
8;72
5;43
9;75
2;19
8;19
2;65
5;21
0;10
3;104
8;65
8;80
2;58
1;71
9;59
9;10
4;110
5;92
5;14
4;85
0;15
5;11
9;107
8;5
7;70
7;75
6;49
3;27
9;63
9;51
7;118
3;21
1;30
4;80
7;61
0;55
1;77
6;22
5;68
8;117
1;49
8;43
2;58
2;109
6;26
9;76
4;29
9;48
5;56
9;35
4;103
3;102
2;26
3;25
7;40
7;28
4;94
8;70
5;24
7;116
5;79
9;22
6;74
3;1
9;27
7;64
2;59
1;99
1;28
3;89
0;110
2;61
1;92
4;45
2;46
5;43
8;116
4;32
5;66
0;11
8;77
9;21
8;113
4;117
0;1
0;75
2;38
5;86
8;22
5;51
4;21
7;54
8;41
2;51
3;5
0;93
1;88
1;114
7;20
8;49
0;17
2;87
2;105
4;119
6;91
4;64
7;73
6;68
1;9
3;106
1;35
6;12
5;51
8;63
0;48
3;79
6;0
8;10
8;30
9;111
0;113
6;115
5;69
5;56
1;62
1;75
6;5
5;34
7;100
6;7
0;68
9;59
8;88
1;24
6;72
9;46
1;111
1;32
0;100
3;103
8;28
1;67
9;22
8;31
6;59
0;41
6;87
8;24
3;57
1;25
2;105
4;44
3;106
2;4
0;49
9;14
6;88
4;33
3;69
8;84
2;55
3;81
9;10
1;15
7;70
8;38
3;8
6;54
9;22
1;71
0;22
9;60
5;64
7;87
7;11
9;116
4;79
9;50
1;62
5;81
0;29
0;104
1;91
9;66
2;34
7;74
6;2
9;49
3;14
2;18
1;92
5;90
9;106
2;50
5;74
1;5
7;59
3;69
3;110
4;27
2;34
6;88
6;63
1;73
7;4
1;64
5;60
7;53
7;50
3;95
0;30
1;86
4;25
6;41
4;110
0;110
5;13
4;46
9;109
1;59
5;63
1;27
2;3
8;36
3;58
4;111
2;0
4;13
1;26
4;8
3;65
1;81
5;107
1;4
2;92
3;103
0;0
2;109
9;23
4;60
9;40
9;85
8;68
9;60
9;106
2;38
5;119
5;6
5;31
7;49
6;54
1;18
3;10
2;83
2;75
7;99
5;33
5;40
8;100
2;16
6;30
9;35
3;65
7;87
7;69
0;116
2;50
6;20
9;77
9;82
1;118
2;98
7;116
7;26
5;93
8;10
4;34
5;8
9;86
6;42
6;45
8;107
1;83
8;103
6;41
3;19
8;7
7;48
5;43
4;94
0;112
6;92
5;36
6;10
6;43
9;62
4;17
6;58
7;9
1;111
1;79
6;34
9;110
2;90
0;86
5;75
7;79
9;1
0;47
0;31
6;93
8;42
9;3
6;116
6;59
6;8
4;106
5;50
1;51
0;42
2;105
7;56
0;92
1;102
3;86
5;100
2;11
9;118
5;107
1;73
8;14
5;108
4;38
5;65
1;61
9;26
4;99
4;77
5;49
9;6
5;56
7;88
6;99
1;107
2;83
0;18
8;74
2;83
1;30
2;114
1;74
1;69
3;96
6;112
1;29
4;66
6;32
6;67
1;64
3;64
9;70
6;108
7;76
2;59
1;97
8;109
8;67
4;57
6;102
6;21
6;69
0;91
3;118
5;6
3;108
5;105
5;4
6;78
4;85
2;57
8;61
7;96
7;63
7;24
3;64
3;96
1;62
0;83
7;110
7;110
7;22
2;84
8;34
9;78
6;117
6;8
8;33
1;93
9;101
9;35
8;110
8;9
0;94
4;67
4;105
7;23
3;45
0;80
0;98
8;3
1;8
8;99
5;30
7;56
1;80
9;91
6;83
6;44
8;37
8;38
7;7
1;45
1;110
4;96
6;75
2;49
1;96
3;19
7;24
2;55
0;32
0;38
9;21
0;104
3;109
7;103
5;22
4;47
8;75
6;19
1;113
8;80
0;37
6;101
2;95
6;60
5;100
4;24
6;20
6;97
1;87
7;101
8;15
1;78
2;93
8;49
5;90
0;41
5;90
6;102
1;49
9;99
2;111
6;38
1;68
4;108
1;76
9;84
3;0
4;86
9;16
3;13
6;31
0;112
6;43
1;103
7;13
0;16
9;4
8;30
8;22
4;42
0;104
1;16
8;89
8;63
0;67
1;115
5;69
3;11
2;35
3;86
8;6
0;67
7;39
2;29
6;69
4;12
1;55
3;110
1;42
0;107
1;103
2;44
4;79
6;94
2;111
9;66
9;100
7;91
0;36
0;68
8;7
7;81
8;0
7;69
7;40
9;97
2;52
2;116
4;84
0;116
7;41
9;9
0;95
4;17
6;18
3;109
1;16
4;57
7;93
1;12
7;23
8;70
3;103
7;41
3;56
0;91
3;100
6;106
7;39
6;28
7;50
5;83
3;45
0;61
0;21
6;88
1;42
7;19
2;118
8;34
1;104
4;103
9;58
0;22
5;67
4;57
9;13
6;91
8;108
9;81
0;68
8;103
3;19
6;8
0;43
8;98
0;5
0;60
7;70
5;16
4;71
3;50
1;74
2;78
1;35
0;27
9;72
1;33
8;82
6;14
3;94
2;61
0;96
4;17
4;45
6;111
9;30
9;115
0;110
2;78
7;59
6;26
9;8
6;53
6;62
9;81
4;3
3;39
4;70
4;87
1;54
7;107
4;52
4;20
3;22
8;96
0;10
9;70
6;110
4;98
5;91
1;104
5;41
5;20
5;101
7;43
8;39
8;85
5;109
2;102
8;7
9;75
9;115
8;19
0;28
3;13
2;8
3;115
0;23
7;9
4;27
4;11
7;76
4;65
8;37
5;74
7;117
7;115
0;4
4;22
0;97
9;41
3;36
1;113
2;92
6;6
0;118
9;118
5;1
5;107
8;88
2;98
1;27
4;22
9;48
6;101
1;21
0;55
0;105
3;114
0;12
0;38
7;18
9;110
9;79
1;44
7;58
7;78
6;3
9;31
5;80
2;66
9;39
9;73
4;45
2;16
2;62
1;31
0;85
1;89
2;11
3;82
3;6
7;21
8;65
2;19
4;1
7;106
8;21
3;116
1;37
0;103
1;50
2;42
1;25
8;25
3;106
8;119
9;103
4;108
9;115
3;78
5;33
5;9
9;109
9;81
7;118
6;69
6;52
3;98
9;96
8;112
9;52
2;116
1;28
5;101
6;116
6;2
9;110
5;32
1;98
3;103
5;113
0;53
8;78
8;96
9;9
5;51
2;0
6;51
0;77
2;85
5;4
9;114
7;22
8;78
8;0
6;14
6;28
6;12
3;80
7;37
9;81
0;25
4;28
4;65
7;1
2;100
4;57
1;72
3;34
3;39
7;44
6;32
8;29
7;18
4;101
9;70
1;20
5;46
1;96
4;111
0;48
8;87
5;46
7;105
6;3
9;113
7;84
2;118
5;7
1;31
1;23
8;105
2;54
0;71
0;50
3;51
2;5
5;11
5;55
1;13
1;117
4;31
7;84
7;26
9;1
5;115
1;38
8;38
9;76
1;116
1;112
0;59
9;4
2;105
3;59
9;2
3;74
0;53
1;35
3;118
9;47
8;66
4;91
4;105
9;51
1;88
1;90
7;10
6;68
1;4
5;87
0;50
5;47
3;17
7;13
1;13
8;85
5;87
2;76
3;24
0;86
9;24
7;8
4;114
5;0
6;37
6;65
1;63
7;4
1;106
4;17
7;10
1;13
2;69
1;54
8;114
4;48
8;79
6;79
0;52
8;45
7;70
5;5
9;77
